sr,business_name,business_type,address,tehsil,phone,map_link
"871","Mughal kite maker","Kite Flying - Manufacturer","C9Q5+R2M, Gulshan Yaseen Colony, Lahore, Pakistan, Nishter Town","Nishter Town","03234278341","https://www.google.com/maps?q=31.4395250,74.3574850"
"872","kite flying","Kite Flying - Manufacturer","H73X+R76, Shamnagar Rd, Sham Nagar Block B New Chauburji Park, Lahore, 54000, Pakistan, Lahore City","Lahore City","03134822494","https://www.google.com/maps?q=31.5545390,74.2981520"
"873","Aqib kite","Kite Flying - Manufacturer","749, Kashmir Block Allama Iqbal Town, Lahore, 54000, Pakistan, Model Town","Model Town","03077089458","https://www.google.com/maps?q=31.5161060,74.2883060"
"874","Mayo Kite","Kite Flying - Manufacturer","F84X+23Q, Ayub Rd, Jahangir Park Ismail Nagar, Lahore, Pakistan, Model Town","Model Town","03074340764","https://www.google.com/maps?q=31.4550520,74.3477900"
"875","Romi books","Kite Flying - Seller","No., Waqas Market, Nadirabad Lahore, Pakistan, Lahore Cantt","Lahore Cantt","03234455391","https://www.google.com/maps?q=31.4967600,74.4070040"
"876","Crown stitcher","Kite Flying - Seller","H8XW+2HF, Sher Shah Rd, Shad Bagh, Lahore, Pakistan, Ravi Town","Ravi Town","03244996224","https://www.google.com/maps?q=31.5975840,74.3462880"
"877","Voogle","Kite Flying - Seller","Plot 1016, block F, state life housing society, Nishter Town","Nishter Town","03164021415","https://www.google.com/maps?q=31.4417976,74.3986607"
"878","Tayyab Kite House","Kite Flying - Seller","G755+6V6, Awan Town, Lahore, Pakistan, Allama Iqbal","Allama Iqbal","03222222761","https://www.google.com/maps?q=31.5081800,74.2597250"
"879","Aftab Kite","Kite Flying - Seller","F84X+23Q, Ayub Rd, Jahangir Park Ismail Nagar, Lahore, Pakistan, Model Town","Model Town","03234241644","https://www.google.com/maps?q=31.4548800,74.3478310"
"880","Gul Ahmad Shinwari Kites","Kite Flying - Seller","F6WV+PH3, Pico Rd, Thokar Niaz Baig, Lahore, Pakistan, Allama Iqbal","Allama Iqbal","03027808339","https://www.google.com/maps?q=31.4966780,74.2440820"
"881","Asim trader","Kite Flying - Trader","J8H2+Q5C Ittehad Park, Shahdara Town, Shahdara, Pakistan, Ravi Town","Ravi Town","03055099438","https://www.google.com/maps?q=31.6294320,74.3003980"
"882","Azmat Urf Bhala","Kite Flying - Manufacturer","Shahdara Town, Shahdara, Pakistan, Ravi Town","Ravi Town","03224545968, 03238866060","https://www.google.com/maps?q=31.6167310,74.2908760"
"883","Al-Rehman Auto","Kite Flying - Seller","G9XJ+V3H, Saddar Gol Chakar, Saddar Town, Lahore, Pakistan, Lahore Cantt","Lahore Cantt","03004323697","https://www.google.com/maps?q=31.5498100,74.3802470"
"884","Tahir","Kite Flying - Seller","J7FQ+PF6, Shahdara Town, Lahore, 54950, Pakistan, Ravi Town","Ravi Town","03217264307","https://www.google.com/maps?q=31.6242640,74.2886580"
"885","Nafees Kite","Kite Flying - Trader","HCF3+2X7, Fateh Garh Hameedpura, Lahore, Pakistan, Shalimar Town","Shalimar Town","03214609501","https://www.google.com/maps?q=31.5726130,74.4049220"
"886","manjha lagwai","Kite Flying - Manufacturer","HCQ6+X2G, Daroghawala, Lahore, 54000, Pakistan, Shalimar Town","Shalimar Town","03204026650","https://www.google.com/maps?q=31.5898610,74.4102820"
"887","Mian Kite House","Kite Flying - Seller","HGRG+249, Bhaman Lahore, Pakistan, Wahgah Town","Wahgah Town","03278834003","https://www.google.com/maps?q=31.5908020,74.5250920"
"888","King kite","Kite Flying - Manufacturer","G7PJ+V8H, Khuda-Bukhsh Rd, Shera Kot Lahore, 54000, Pakistan, Lahore City","Lahore City","03008183322","https://www.google.com/maps?q=31.5371920,74.2808710"
"889","UA Traders","Kite Flying - Seller","Flat No-59, Shalimar Larechs Colony, Lahore, 54840, Pakistan, Shalimar Town","Shalimar Town","03096756139","https://www.google.com/maps?q=31.5681960,74.3804020"
"890","SAEED KITE CLUB","Kite Flying - Manufacturer","J85P+9WX, Shad Bagh Underpass, Bhagatpura, Lahore, Pakistan, Ravi Town","Ravi Town","03059270553","https://www.google.com/maps?q=31.6084860,74.3375560"
"891","MS Kite Seller","Kite Flying - Seller","HC52+V3M, Tajpura Main Rd, Tajpura, Lahore, Pakistan, Shalimar Town","Shalimar Town","03078825864","https://www.google.com/maps?q=31.5597040,74.4001620"
"892","City Kite House","Kite Flying - Seller","C9W7+W4X, Kacha kamha road, Sitara Colony, Lahore, 05499, Pakistan, Model Town","Model Town","03064748348","https://www.google.com/maps?q=31.4473600,74.3628610"
"893","Junaid","Kite Flying - Manufacturer","H9MX+8HW, Khan Colony, Lahore, 54000, Pakistan, Shalimar Town","Shalimar Town","03214420441","https://www.google.com/maps?q=31.5833340,74.3989530"
"894","Aab E Zouq Filter Plant","Kite Flying - Seller","F7X4+8JG, Basit Rd, Maraghzar Colony Kakazai, Lahore, Pakistan, Allama Iqbal","Allama Iqbal","03147950063","https://www.google.com/maps?q=31.4982860,74.2567880"
"895","Fabrics Business","Kite Flying - Seller","H8C6+PQ7, New Anarkali Road, Anarkali Bazaar Lahore, 54000, Pakistan, Lahore City","Lahore City","03091777735","https://www.google.com/maps?q=31.5717790,74.3119330"
"896","Rao Kite shop","Kite Flying - Seller","C987+2GJ, Rehmat Colony, Lahore, Pakistan, Model Town","Model Town","03043784444","https://www.google.com/maps?q=31.4156230,74.3636510"
"897","Khawaja sultan bans store","Kite Flying - Manufacturer","H8F8+PRG, Baans Bazar, Anarkali Bazaar Gawalmandi, Lahore, 54000, Pakistan, Lahore City","Lahore City","03068596932","https://www.google.com/maps?q=31.5740970,74.3173830"
"898","La Pechha Kite House","Kite Flying - Seller","House # 11, New Ghazali Park, Shah Kamal Colony, Model Town","Model Town","03234409773","https://www.google.com/maps?q=31.5206123,74.3083994"
"899","AK Khan Seller","Kite Flying - Seller","H9CP+2P4, Ramghar Bazar Road, Ramgarh Lahore, Pakistan, Shalimar Town","Shalimar Town","03231996830","https://www.google.com/maps?q=31.5701750,74.3868020"
"900","KB Traders","Kite Flying - Manufacturer","J924+JJJ, China Rd, Bhagat Pura Bhagatpura, Lahore, Pakistan, Ravi Town","Ravi Town","03447525633","https://www.google.com/maps?q=31.6014990,74.3565010"
"901","Qurashi brother Kite's","Kite Flying - Manufacturer","H8PR+M2V, Chah Miran, Lahore, Pakistan, Ravi Town","Ravi Town","03048975578","https://www.google.com/maps?q=31.5865400,74.3400650"
"902","Amir kite maker","Kite Flying - Manufacturer","G7VM+2CC, Street 8, Shera Kot Lahore, 54000, Pakistan, Lahore City","Lahore City","03024884884","https://www.google.com/maps?q=31.5423530,74.2834150"
"903","Shahzad Kite flying","Kite Flying - Manufacturer","H8QQ+XJ Lahore, Pakistan, Ravi Town","Ravi Town","03224569610","https://www.google.com/maps?q=31.5898800,74.3390750"
"904","Shama book depot","Kite Flying - Seller","Jallo more lahore, Wahgah Town","Wahgah Town","03008182381","https://www.google.com/maps?q=31.5206780,74.3586860"
"905","Nafees Kite","Kite Flying - Seller","HCF3+2X7, Fateh Garh Hameedpura, Lahore, Pakistan, Shalimar Town","Shalimar Town","03214609501","https://www.google.com/maps?q=31.5726130,74.4049220"
"906","Fayyaz gift center and kite shop","Kite Flying - Seller","Main Bazar niazpura khokar road badami bagh Lahore, Pakistan, Lahore Cantt","Lahore Cantt","03234965422","https://www.google.com/maps?q=31.5223300,74.3591400"
"907","Nafees Kite","Kite Flying - Manufacturer","HCF3+2X7, Fateh Garh Hameedpura, Lahore, Pakistan, Shalimar Town","Shalimar Town","03214609501","https://www.google.com/maps?q=31.5726130,74.4049220"
"908","Shahzad Kite manufacturer","Kite Flying - Manufacturer","H9C3+JW4, Mughalpura, Lahore, Pakistan, Shalimar Town","Shalimar Town","03234662264","https://www.google.com/maps?q=31.5712400,74.3546410"
"909","Ali kites","Kite Flying - Seller","G9C5+8G6, Block N Gulberg III, Lahore, Pakistan, Model Town","Model Town","03064196338","https://www.google.com/maps?q=31.5207570,74.3587110"
"910","IMRAN KITE","Kite Flying - Manufacturer","G7QG+HV3, Jaffaria Colony Shera Kot, Lahore, 54000, Pakistan, Lahore City","Lahore City","03364356678","https://www.google.com/maps?q=31.5385010,74.2766660"
"911","Asim kites","Kite Flying - Manufacturer","HC32+P25, Main Bazar Nizamabad, Ghaziabad, Lahore, Pakistan, Shalimar Town","Shalimar Town","03044931370","https://www.google.com/maps?q=31.5542690,74.4000790"
"912","Ehsham kite house","Kite Flying - Manufacturer","HCM5+Q55, Zaitoon Colony, Lahore, Pakistan, Shalimar Town","Shalimar Town","03281051519","https://www.google.com/maps?q=31.5849200,74.4079390"
"913","Azan kite center","Kite Flying - Manufacturer","240 Allama Iqbal Rd, Mustafabad, Lahore, Pakistan, Lahore Cantt","Lahore Cantt","03214857952","https://www.google.com/maps?q=31.5504370,74.3682540"
"914","Tallat Iqbal","Kite Flying - Seller","HC54+C45, Tajpura, Lahore, Pakistan, Shalimar Town","Shalimar Town","03246440327","https://www.google.com/maps?q=31.5584850,74.4053260"
"915","SGS KITE MAKERS","Kite Flying - Manufacturer","H94X+7C3, Ghaziabad, Lahore, Pakistan, Lahore Cantt","Lahore Cantt","03214825141","https://www.google.com/maps?q=31.5556410,74.3985400"
"916","Ali Kite and Dor Maker","Kite Flying - Manufacturer","HCXP+4F, Wahga Town, Lahore, Pakistan, Wahgah Town","Wahgah Town","03008571148","https://www.google.com/maps?q=31.5978330,74.4365350"
"917","BHOLA PAN SHOP & VAPING HUB","Kite Flying - Seller","HCFG+CPV, Harbanspura, Lahore, Pakistan, Shalimar Town","Shalimar Town","03224751995","https://www.google.com/maps?q=31.5736060,74.4267970"
"918","DAR KITE & DOR SELLER","Kite Flying - Seller","G8C4+C5H, Shuja Rd, Combo Colony, Lahore, 54000, Pakistan, Model Town","Model Town","03218441991","https://www.google.com/maps?q=31.5210490,74.3054250"
"919","Kite seller","Kite Flying - Manufacturer","H87G+8QF, Montgomery Rd, Montgomery Park Garhi Shahu, Lahore, 54000, Pakistan, Shalimar Town","Shalimar Town","03218466550","https://www.google.com/maps?q=31.5631010,74.3266470"
"920","Ali Kite","Kite Flying - Manufacturer","31-S Qureshi Street, Bank Colony Samanabad Town, Lahore, 54000, Pakistan, Lahore City","Lahore City","03237000252","https://www.google.com/maps?q=31.5321540,74.2931100"
"921","Zaidi kite","Kite Flying - Seller","51, Township Block 2 Sector 2-C-1 Lahore, Pakistan, Model Town","Model Town","03098433449","https://www.google.com/maps?q=31.4474840,74.3080040"
"922","Clothes","Kite Flying - Manufacturer","JCVF+29W, Lahore, Pakistan, Wahgah Town","Wahgah Town","03014305390","https://www.google.com/maps?q=31.6433280,74.4234150"
"923","Ali Kite","Kite Flying - Seller","31-S Qureshi Street, Bank Colony Samanabad Town, Lahore, 54000, Pakistan, Lahore City","Lahore City","03237000252","https://www.google.com/maps?q=31.5321450,74.2930550"
"924","kitesclick","Kite Flying - Trader","3 Main Bazar, Amer sidue Gul Colony, Lahore, 54760, Pakistan, Model Town","Model Town","03029411113","https://www.google.com/maps?q=31.4511222,74.3543380"
"925","Ali kite","Kite Flying - Trader","31-S Qureshi Street, Bank Colony Samanabad Town, Lahore, 54000, Pakistan, Lahore City","Lahore City","03237000252","https://www.google.com/maps?q=31.5321350,74.2928650"
"926","Up kite","Kite Flying - Manufacturer","F8FW+56M, Model Town, Lahore, Pakistan, Model Town","Model Town","03187947607","https://www.google.com/maps?q=31.4730350,74.3456200"
"927","akmal kites","Kite Flying - Seller","95QX+48C, Eastern Ave E, Safari Block Sector B Bahria Town, Lahore, Pakistan, Allama Iqbal","Allama Iqbal","03095263424","https://www.google.com/maps?q=31.3876150,74.1983470"
"928","Khawaja sultan bans store","Kite Flying - Seller","H8F8+PRG, Baans Bazar, Anarkali Bazaar Gawalmandi, Lahore, 54000, Pakistan, Lahore City","Lahore City","03068596932","https://www.google.com/maps?q=31.5741010,74.3173000"
"929","Shabbir kite maker","Kite Flying - Manufacturer","Quarter no6 block no306 muhallah railway hospital, Shalimar Town","Shalimar Town","03214797681","https://www.google.com/maps?q=31.5207780,74.3601830"
"930","Crystal Kite","Kite Flying - Manufacturer","588 ‏Main Blvd Gulshan-e-Ravi, E Block Block E Gulshan-e-Ravi, Lahore, 54500, Pakistan, Lahore City","Lahore City","03059470818","https://www.google.com/maps?q=31.5523810,74.2789720"
"931","Shakoor kite club","Kite Flying - Seller","H9GV+X6W, Baghbanpura, Lahore, Pakistan, Shalimar Town","Shalimar Town","03287012913","https://www.google.com/maps?q=31.5774660,74.3929770"
"932","Farhan Kite Saller","Kite Flying - Seller","F985+C2V, Amar Sidhu Nishtar Town, Lahore, Pakistan, Nishter Town","Nishter Town","03045006002","https://www.google.com/maps?q=31.4657800,74.3571090"
"933","Shakeel Kite Maker","Kite Flying - Manufacturer","HFW2+WM9, Sooter Mills Rd, Al-Rehman Garden Phase 3 Phase 3 Al Rehman Garden, Lahore, Pakistan, Wahgah Town","Wahgah Town","03244333611","https://www.google.com/maps?q=31.5971640,74.4519380"
"934","Hashim Kites","Kite Flying - Manufacturer","HFQ2+VQ3, Al-Kareem Garden St, Tamhara Kot Pind, Lahore, Pakistan, Wahgah Town","Wahgah Town","03214115434","https://www.google.com/maps?q=31.5898090,74.4519110"
"935","Shohaib kite shop","Kite Flying - Seller","HC5C+W4W, Harbanspura Rd, Aziz Bhatti Town, Lahore, Pakistan, Wahgah Town","Wahgah Town","03077079424","https://www.google.com/maps?q=31.5887680,74.4327970"
"936","Jimmy Di Guddi","Kite Flying - Seller","Lahore – Kasur Rd, Nishter Colony, Lahore, Pakistan, Nishter Town","Nishter Town","03024700175","https://www.google.com/maps?q=31.4222250,74.3581080"
"937","rod events and management","Kite Flying Association","506 office, gulmohar trade centre, Gulberg II, main market, lahore, Model Town","Model Town","03006022243","https://www.google.com/maps?q=31.5257860,74.3469210"
"938","Shahzad Kite House","Kite Flying - Manufacturer","Plot 248, Block 2 Sector B 2 Township Lahore, Model Town","Model Town","03228476799","https://www.google.com/maps?q=31.4555430,74.3066970"
"939","Shani Kite house","Kite Flying - Seller","G8H7+6MJ, Muhammed Ali Rd, Ichhra Lahore, 54000, Pakistan, Model Town","Model Town","03213238410","https://www.google.com/maps?q=31.5280070,74.3141250"
"940","KITE MANUFACTURERER","Kite Flying - Manufacturer","31 Afghan St, Devioura Daroghe Wala, Lahore, 54000, Pakistan, Shalimar Town","Shalimar Town","03334539881","https://www.google.com/maps?q=31.5904490,74.3988720"
"941","ALL PAKISTAN KITES FLYING SPORTS ASSOCIATION","Kite Flying Association","G8F3+G77, Karnalpora Combo Colony, Lahore, 54000, Pakistan, Model Town","Model Town","03234370733","https://www.google.com/maps?q=31.5239280,74.3030970"
"942","Waqas Builder Kites","Kite Flying - Manufacturer","G7QG+856, 60 Feet Rd, Shera Kot Lahore, 54000, Pakistan, Lahore City","Lahore City","03114455503","https://www.google.com/maps?q=31.5382940,74.2754620"
"943","Nauman kites seller","Kite Flying - Seller","95M5+676, Maraka - Bahria Town Rd, Maraka Village, Lahore, Pakistan, Raiwind","Raiwind","03289662089","https://www.google.com/maps?q=31.3822990,74.1577820"
"944","Bhatti Pan Shop","Kite Flying - Seller","G9XP+R9G, Old Officers Colony, Lahore, Pakistan, Lahore Cantt","Lahore Cantt","03244801132","https://www.google.com/maps?q=31.5495720,74.3859650"
"945","Sheikh kite house","Kite Flying - Manufacturer","F7FX+HJ6, BOR Main Rd, Board of Revenue Housing Society BOR Society, Lahore, Pakistan, Model Town","Model Town","03326996129","https://www.google.com/maps?q=31.4739120,74.2990660"
"946","Sardar g golden eagle","Kite Flying - Seller","17-A Fateh Garh Rd, Fateh Garh Hameedpura, Lahore, 54000, Pakistan, Shalimar Town","Shalimar Town","03224591867","https://www.google.com/maps?q=31.5742710,74.4045830"
"947","Allah Wasaya Kite & Door Maker","Kite Flying - Manufacturer","892X+HGW, Sue Asil, Lahore, Pakistan, Nishter Town","Nishter Town","03214271985","https://www.google.com/maps?q=31.3016450,74.3988270"
"948","KITE SELLLING","Kite Flying - Seller","31 Afghan St, Devioura Daroghe Wala, Lahore, 54000, Pakistan, Shalimar Town","Shalimar Town","03201416027","https://www.google.com/maps?q=31.5903490,74.3989220"
"949","Waqas Builder Kites","Kite Flying - Seller","G7QG+856, 60 Feet Rd, Shera Kot Lahore, 54000, Pakistan, Lahore City","Lahore City","03114455503","https://www.google.com/maps?q=31.5382940,74.2754620"
"950","Subhani kites","Kite Flying - Seller","Bazaar Laal khoh، inside Mochi Gate، Kucha Chagtah Walled City of Lahore, Lahore, 54000, Pakistan, Lahore City","Lahore City","03214362282","https://www.google.com/maps?q=31.5777730,74.3220350"
"951","Pracha kite","Kite Flying - Manufacturer","Plot 360, Sabzazar Block F Sabzazar Housing Scheme Phase 1 & 2 Lahore, Pakistan, Lahore City","Lahore City","03244208401","https://www.google.com/maps?q=31.5228190,74.2612750"
"952","Zain Shah Kite Shop","Kite Flying - Seller","H72J+6WV، Moon Market Road، E Block Block E Gulshan-e-Ravi, Lahore, 54500, Pakistan, Lahore City","Lahore City","03114674907","https://www.google.com/maps?q=31.5506210,74.2822920"
"953","DEZINIC","Kite Flying Association","44d PIA Main Boulevard, Block D Pia Housing Scheme, Lahore, 54770, Pakistan, Model Town","Model Town","03214808303","https://www.google.com/maps?q=31.4428380,74.2772300"
"954","ALI OLD AND NEW BOOKS AND SPORTS CENTER","Kite Flying - Seller","F82X+4QF, Hassan Rd, Makhdumabad Ismail Nagar, Lahore, Pakistan, Model Town","Model Town","03289926901","https://www.google.com/maps?q=31.4502320,74.3494310"
"955","Tanveer kite maker","Kite Flying - Manufacturer","H9J9+QW9, Baghbanpura, Lahore, 54000, Pakistan, Shalimar Town","Shalimar Town","03224855283","https://www.google.com/maps?q=31.5821650,74.3698660"
"956","Haseeb Kite Maker","Kite Flying - Manufacturer","H8X4+4C9, St 50, Qila Lachman Singh, Lahore, Pakistan, Lahore City","Lahore City","03215500004","https://www.google.com/maps?q=31.5978080,74.3058910"
"957","Waqasmunirpatangmaker","Kite Flying - Seller","J84G+2CF, Badami Bagh, Lahore, Pakistan, Ravi Town","Ravi Town","03164319099","https://www.google.com/maps?q=31.6051940,74.3262230"
"958","Haseeb Kite Maker","Kite Flying - Seller","H8X4+27P, Street Number 43, Qila Lachman Singh, Lahore, Pakistan, Lahore City","Lahore City","03215500004","https://www.google.com/maps?q=31.5978180,74.3058140"
"959","Amjad Kite House","Kite Flying - Manufacturer","H74J+9RW, Farrukh St, Sanda Block D 1 Gulshan-e-Ravi, Lahore, 54000, Pakistan, Lahore City","Lahore City","03234067201","https://www.google.com/maps?q=31.5560540,74.2822120"
"960","Asif Butt Kite House","Kite Flying - Manufacturer","HC64+XG6, Street, Tajpura, Lahore, Pakistan, Shalimar Town","Shalimar Town","03004781062","https://www.google.com/maps?q=31.5624610,74.4063090"
"961","Shah Kites","Kite Flying - Seller","H76Q+JH3, Krishan Nagar Lahore, 54000, Pakistan, Lahore City","Lahore City","03311140611","https://www.google.com/maps?q=31.5615900,74.2888480"
"962","Ustad Malang Jan Kites","Kite Flying - Seller","80, Firdous Colony, Lahore, 54000, Pakistan, Lahore City","Lahore City","03314205080","https://www.google.com/maps?q=31.5448940,74.2806080"
"963","Hskitelineclub","Kite Flying - Seller","12 Karim Pk St, Karim Block Allama Iqbal Town, Lahore, Pakistan, Model Town","Model Town","03094643005","https://www.google.com/maps?q=31.5038580,74.2815900"
"964","Carigar Kites","Kite Flying - Trader","C7XG+8GJ, Shadewal Undar Rd, Shadiwal Block E Pia Housing Scheme, Lahore, 54770, Pakistan, Allama Iqbal","Allama Iqbal","03454732692","https://www.google.com/maps?q=31.4484870,74.2761670"
"965","ORIGINAL LAHORE DISTRICT KITES FLYING ASSOCIATION","Kite Flying Association","G8F3+J48, Madni Masjid St, Karnalpora Combo Colony, Lahore, 54000, Pakistan, Model Town","Model Town","03004195995","https://www.google.com/maps?q=31.5239660,74.3031100"
"966","Butt Kite House","Kite Flying - Seller","Main Blvd Shad Bagh Rd, Shad Bagh, Lahore, Pakistan, Lahore City","Lahore City","03067442018","https://www.google.com/maps?q=31.5977810,74.3392890"
"967","Hameed kite house","Kite Flying - Seller","H9MF+55J, near Nagina chowk, pakistani bazar Baghbanpura, Lahore, 54000, Pakistan, Shalimar Town","Shalimar Town","03035869277","https://www.google.com/maps?q=31.5829590,74.3728580"
"968","Book depot","Kite Flying - Manufacturer","G7J5+95, Babu Sabu Lahore, Pakistan, Lahore City","Lahore City","03254026247","https://www.google.com/maps?q=31.5314360,74.2583050"
"969","Ideal kites","Kite Flying - Seller","J8H2+V3R, Shahdara Town, Lahore, Pakistan, Ravi Town","Ravi Town","03296248809","https://www.google.com/maps?q=31.6297210,74.3001240"
"970","Fadi's Tobacco","Kite Flying - Seller","Plot 253, Violet Block Bahria Town, Lahore, Pakistan, Raiwind","Raiwind","03201213143","https://www.google.com/maps?q=31.3579300,74.1836660"
"971","Ali trader","Kite Flying - Seller","Main Bazar Islampura, Islampura, Lahore, 54000, Pakistan, Lahore City","Lahore City","03432971014","https://www.google.com/maps?q=31.5653080,74.2967970"
"972","Malik kites","Kite Flying - Seller","F8G3+5W Lahore, Pakistan, Model Town","Model Town","03004595989","https://www.google.com/maps?q=31.4754140,74.3048120"
"973","Lucky Kite House","Kite Flying - Seller","31 Zaildar Rd, Ichhra Shah Din Scheme Lahore, 54000, Pakistan, Model Town","Model Town","03214734395","https://www.google.com/maps?q=31.5308730,74.3171580"
"974","Muhammadarif","Kite Flying - Manufacturer","F6CW+P29, Thokar Niaz Baig Flyover, Irrigation Colony, Lahore, Pakistan, Allama Iqbal","Allama Iqbal","03004225106","https://www.google.com/maps?q=31.4721270,74.2450290"
"975","Mahaja Mandi","Kite Flying - Manufacturer","F946+363, Gul Colony Lahore, Pakistan, Model Town","Model Town","03114661152","https://www.google.com/maps?q=31.4551760,74.3605270"
"976","Ahmad Faraz Butt","Kite Flying - Manufacturer","12 Jail Rd, Jinnah Town, Lahore, 54000, Pakistan, Model Town","Model Town","03228001407","https://www.google.com/maps?q=31.5483850,74.3178830"
"977","THE BEST TONE EVENT MANAGEMENT","Kite Flying - Seller","C963+FMR, Ferozepur Rd, Glaxo Town, Lahore, Pakistan, Nishter Town","Nishter Town","03219337214","https://www.google.com/maps?q=31.4112800,74.3544490"
"978","Atta chaki","Kite Flying - Seller","G79G+J9F, Sabzazar Block A Sabzazar Housing Scheme Phase 1 & 2 Lahore, Pakistan, Lahore City","Lahore City","03009404267","https://www.google.com/maps?q=31.5191020,74.2761170"
"979","Daim kite making","Kite Flying - Manufacturer","H8RX+9GJ, Issa Nagri Chah Miran, Lahore, Pakistan, Ravi Town","Ravi Town","03223646152","https://www.google.com/maps?q=31.5912110,74.3487650"
"980","Ahmad Faraz Butt","Kite Flying - Seller","12 Jail Rd, Jubliee Town, Lahore, 54000, Pakistan, Model Town","Model Town","03228001407","https://www.google.com/maps?q=31.5483920,74.3178800"
"981","Ahmad Faraz Butt","Kite Flying - Trader","12 Jail Rd, Jubliee Town, Lahore, 54000, Pakistan, Model Town","Model Town","03228001407","https://www.google.com/maps?q=31.5483920,74.3178750"
"982","FAISALABAD KITE MAKER (BILAL)","Kite Flying - Manufacturer","HFPJ+WV6, skyland road, phase 3 Manawan, Lahore, Pakistan, Wahgah Town","Wahgah Town","03217926219","https://www.google.com/maps?q=31.5873130,74.4821780"
"983","Usama trader","Kite Flying - Trader","H78W+4PX, Qari Rd, Islampura, Lahore, 54000, Pakistan, Lahore City","Lahore City","03432971014, 03040122224","https://www.google.com/maps?q=31.5653080,74.2967970"
"984","Sunder stationary,sports and gift center","Kite Flying - Seller","G7J8+RCM, Sabzazar Block D Sabzazar Housing Scheme Phase 1 & 2 Lahore, 54000, Pakistan, Lahore City","Lahore City","03016150498","https://www.google.com/maps?q=31.5322120,74.2658920"
"985","Bismillah kite manifacuer","Kite Flying - Manufacturer","J87J+67 Lahore, Pakistan, Ravi Town","Ravi Town","03158264660","https://www.google.com/maps?q=31.6130390,74.3307170"
"986","Kite maker manzor","Kite Flying - Manufacturer","HCM4+286, Shalimar Housing Scheme, Lahore, Pakistan, Shalimar Town","Shalimar Town","03224721316","https://www.google.com/maps?q=31.5825480,74.4057600"
"987","HZ kites traders","Kite Flying - Trader","C9V6+JJV, Gulshan Yaseen Colony, Lahore, Pakistan, Model Town","Model Town","03066777878","https://www.google.com/maps?q=31.4440960,74.3619690"
"988","HZ kites manufactured","Kite Flying - Manufacturer","C9V6+5M9, Gulshan Yaseen Colony Lahore, Pakistan, Model Town","Model Town","03066777878","https://www.google.com/maps?q=31.4429070,74.3617340"
"989","Carigar Kites","Kite Flying - Manufacturer","C7XG+8GJ, Shadewal Undar Rd, Shadiwal Block E Pia Housing Scheme, Lahore, 54770, Pakistan, Allama Iqbal","Allama Iqbal","03454732692","https://www.google.com/maps?q=31.4484690,74.2761660"
"990","Hamza traiders","Kite Flying - Seller","Muslimabad Street 2،, Railway Rd, Gawalmandi, Lahore, 54000, Pakistan, Shalimar Town","Shalimar Town","03225077407","https://www.google.com/maps?q=31.5737720,74.3175080"
"991","Nomi Kite seller","Kite Flying - Seller","493 Shalimar Link Road, near Shalimar Garden, Baghbanpura, Lahore, 54000, Pakistan, Shalimar Town","Shalimar Town","03234534197","https://www.google.com/maps?q=31.5825750,74.3813620"
"992","Kite house","Kite Flying - Seller","J8M3+4CC, Qaiser Town-Shahdara Town Rd, Shahdara Town, Lahore, Pakistan, Ravi Town","Ravi Town","03174504969","https://www.google.com/maps?q=31.6329950,74.3035820"
"993","Rehman jinral store","Kite Flying - Seller","J8P2+J9, Shahdara Town, Lahore, Pakistan, Ravi Town","Ravi Town","03085383783","https://www.google.com/maps?q=31.6365660,74.3009340"
"994","German Kite House","Kite Flying - Seller","C8M5+3X3, Sector D2 Sector D 2 Block 5 Green Town, Lahore, 54770, Pakistan, Model Town","Model Town","03284832204","https://www.google.com/maps?q=31.4326510,74.3098930"
"995","JW kite trader","Kite Flying - Seller","Plot 218, Township Block 1 Twp Sector C 2 Lahore, 54600, Pakistan, Model Town","Model Town","03127079861","https://www.google.com/maps?q=31.4367050,74.2956340"
"996","Mubarik Kite Center","Kite Flying - Manufacturer","H99W+VRF, Nabi Pura Lahore, Pakistan, Shalimar Town","Shalimar Town","03064139684","https://www.google.com/maps?q=31.5696090,74.3971660"
"997","Atif Kites","Kite Flying - Seller","J722+V3P, Nain Sukh Rd, Naain Sukh, Pakistan, Ravi Town","Ravi Town","03249109798","https://www.google.com/maps?q=31.6020880,74.2506230"
"998","GM Kite Hut","Kite Flying - Seller","H9CM+X87, Sahowari Ramgarh, Lahore, Pakistan, Shalimar Town","Shalimar Town","03008826647","https://www.google.com/maps?q=31.5723180,74.3834380"
"999","Mubarik Kite Center","Kite Flying - Seller","H99W+VRF, Nabi Pura Lahore, Pakistan, Shalimar Town","Shalimar Town","03064139684","https://www.google.com/maps?q=31.5696250,74.3971700"
"1000","Hi Life paint shop","Kite Flying - Seller","H9MW+55Q, Khan Colony, Lahore, 54000, Pakistan, Shalimar Town","Shalimar Town","03144622584","https://www.google.com/maps?q=31.5831420,74.3955140"
"1001","Muhammed Asif kiryana store","Kite Flying - Seller","F68G+7F3, Jinnah Terminal Rd, Gopi Rai, Lahore, Pakistan, Allama Iqbal","Allama Iqbal","03094113727","https://www.google.com/maps?q=31.4656410,74.2261820"
"1002","Awais kite mart","Kite Flying - Seller","G7RF+M8R, 60 Feet Rd, near Utility store, Babu Sabu Lahore, 54000, Pakistan, Lahore City","Lahore City","03234829409","https://www.google.com/maps?q=31.5420170,74.2730880"
